"","Date","Close"
"2350","2012-12-17",136.108001708984
"2351","2012-12-18",135.951995849609
"2352","2012-12-19",137.050003051758
"2353","2012-12-20",136.876007080078
"2354","2012-12-21",137.376998901367
"2355","2012-12-24",136.339996337891
"2356","2012-12-25",136.809997558594
"2357","2012-12-26",137.139999389648
"2358","2012-12-27",138.149993896484
"2359","2012-12-28",139.382995605469
"2360","2012-12-31",138.899993896484
"2361","2013-01-01",140.949996948242
"2362","2013-01-02",140.671005249023
"2363","2013-01-03",141.832000732422
"2364","2013-01-04",141.020004272461
"2365","2013-01-07",141.714996337891
"2366","2013-01-08",140.623992919922
"2367","2013-01-09",139.485000610352
"2368","2013-01-10",141.139007568359
"2369","2013-01-11",144.244003295898
"2370","2013-01-14",144.339996337891
"2371","2013-01-15",143.809997558594
"2372","2013-01-16",142.669998168945
"2373","2013-01-17",141.794998168945
"2374","2013-01-18",143.462997436523
"2375","2013-01-21",142.979995727539
"2376","2013-01-22",141.878997802734
"2377","2013-01-23",140.169998168945
"2378","2013-01-24",140.199996948242
"2379","2013-01-25",142.901000976562
"2380","2013-01-28",143.824005126953
"2381","2013-01-29",141.981994628906
"2382","2013-01-30",142.942993164062
"2383","2013-01-31",143.781005859375
"2384","2013-02-01",145.496002197266
"2385","2013-02-04",145.679992675781
"2386","2013-02-05",145.210006713867
"2387","2013-02-06",146.582992553711
"2388","2013-02-07",146.309997558594
"2389","2013-02-08",147.050003051758
"2390","2013-02-11",146.199996948242
"2391","2013-02-12",147.464004516602
"2392","2013-02-13",146.216995239258
"2393","2013-02-14",144.850006103516
"2394","2013-02-15",143.960006713867
"2395","2013-02-18",145.031997680664
"2396","2013-02-19",144.921005249023
"2397","2013-02-20",144.552001953125
"2398","2013-02-21",142.600006103516
"2399","2013-02-22",142.145004272461
"2400","2013-02-25",142.229995727539
"2401","2013-02-26",140.093994140625
"2402","2013-02-27",139.330001831055
"2403","2013-02-28",140
"2404","2013-03-01",140.34700012207
"2405","2013-03-04",140.671005249023
"2406","2013-03-05",141.279998779297
"2407","2013-03-06",141.160003662109
"2408","2013-03-07",140.809997558594
"2409","2013-03-08",142.610000610352
"2410","2013-03-11",143.350006103516
"2411","2013-03-12",144.009002685547
"2412","2013-03-13",142.789993286133
"2413","2013-03-14",143.289993286133
"2414","2013-03-15",144.79899597168
"2415","2013-03-18",143.313995361328
"2416","2013-03-19",143.910003662109
"2417","2013-03-20",143.481002807617
"2418","2013-03-21",144.835006713867
"2419","2013-03-22",144.059997558594
"2420","2013-03-25",144.52799987793
"2421","2013-03-26",142.580001831055
"2422","2013-03-27",143.440002441406
"2423","2013-03-28",142.649993896484
"2424","2013-03-29",143.100997924805
"2425","2013-04-01",143.272994995117
"2426","2013-04-02",141.820007324219
"2427","2013-04-03",141.009994506836
"2428","2013-04-04",140.602005004883
"2429","2013-04-05",146.809005737305
"2430","2013-04-08",151.52099609375
"2431","2013-04-09",151.470993041992
"2432","2013-04-10",151.583999633789
"2433","2013-04-11",152.684005737305
"2434","2013-04-12",153.339996337891
"2435","2013-04-15",151.035995483398
"2436","2013-04-16",148.046005249023
"2437","2013-04-17",149.889999389648
"2438","2013-04-18",149.404998779297
"2439","2013-04-19",150.091995239258
"2440","2013-04-22",151.889999389648
"2441","2013-04-23",151.679992675781
"2442","2013-04-24",151.798004150391
"2443","2013-04-25",151.889999389648
"2444","2013-04-26",153.305999755859
"2445","2013-04-29",151.574005126953
"2446","2013-04-30",151.600006103516
"2447","2013-05-01",151.119995117188
"2448","2013-05-02",151.210006713867
"2449","2013-05-03",152.136993408203
"2450","2013-05-06",154.36799621582
"2451","2013-05-07",154.360000610352
"2452","2013-05-08",152.888000488281
"2453","2013-05-09",153.667999267578
"2454","2013-05-10",155.606002807617
"2455","2013-05-13",156.371002197266
"2456","2013-05-14",155.600006103516
"2457","2013-05-15",155.606994628906
"2458","2013-05-16",155.804992675781
"2459","2013-05-17",156.024993896484
"2460","2013-05-20",155.895004272461
"2461","2013-05-21",155.889999389648
"2462","2013-05-22",155.270004272461
"2463","2013-05-23",155.104995727539
"2464","2013-05-24",154.559005737305
"2465","2013-05-27",152.901992797852
"2466","2013-05-28",152.753997802734
"2467","2013-05-29",153.936004638672
"2468","2013-05-30",152.658996582031
"2469","2013-05-31",153.960006713867
"2470","2013-06-03",152.794998168945
"2471","2013-06-04",152.811004638672
"2472","2013-06-05",153.399993896484
"2473","2013-06-06",152.408004760742
"2474","2013-06-07",151.833999633789
"2475","2013-06-10",152.520004272461
"2476","2013-06-11",153.947998046875
"2477","2013-06-12",150.330001831055
"2478","2013-06-13",150.419998168945
"2479","2013-06-14",150.029998779297
"2480","2013-06-17",148.154006958008
"2481","2013-06-18",148.781997680664
"2482","2013-06-19",149.330001831055
"2483","2013-06-20",149.526992797852
"2484","2013-06-21",150.723007202148
"2485","2013-06-24",151.440002441406
"2486","2013-06-25",150.619003295898
"2487","2013-06-26",151.289993286133
"2488","2013-06-27",149.809997558594
"2489","2013-06-28",150.205993652344
